584
2
1
17
0.2083 0.2491 0
0.21375 0.25 0
0.2141 0.2491 0
0.2199 0.2491 0
0.254599 0.2596 0
0.3125 0.2831 0
0.3472 0.3015 0
0.4283 0.346 0
0.4572 0.3643 0
0.4803 0.3878 0
0.5375 0.428333 0
0.544 0.435 0
0.57875 0.471667 0
0.5903 0.4847 0
0.6193 0.4978 0
0.6308 0.5057 0
0.64 0.515 0
15
0.247074 0.251317 0
0.258974 0.253917 0
0.26487 0.253215 0
0.286941 0.254011 0
0.296978 0.253871 0
0.311201 0.259457 0
0.362494 0.27406 0
0.434094 0.312852 0
0.468717 0.323071 0
0.530031 0.358869 0
0.563201 0.377377 0
0.5914 0.401355 0
0.625623 0.433176 0
0.655088 0.442559 0
0.677764 0.448906 0
12
0.279851 0.178982 0
0.285951 0.184546 0
0.310362 0.189949 0
0.408067 0.228504 0
0.505684 0.280876 0
0.609567 0.341699 0
0.688927 0.394093 0
0.798819 0.452233 0
0.85979 0.474456 0
0.920913 0.491178 0
0.975838 0.499596 0
0.997568 0.48871 0
25
0.20875 0.38 0
0.2319 0.3849 0
0.29375 0.401667 0
0.3211 0.4145 0
0.3567 0.436 0
0.3924 0.4548 0
0.44 0.4737 0
0.4757 0.4898 0
0.5173 0.5059 0
0.553 0.5248 0
0.5887 0.5355 0
0.6184 0.5382 0
0.6481 0.5436 0
0.6838 0.5463 0
0.7076 0.557 0
0.7373 0.5597 0
0.767 0.557 0
0.7908 0.557 0
0.8146 0.5544 0
0.8325 0.549 0
0.8562 0.5463 0
0.886 0.5436 0
0.89375 0.54 0
0.9217 0.5328 0
0.9336 0.5275 0
22
0.2438 0.2693 0
0.2497 0.2693 0
0.261599 0.2746 0
0.261599 0.2746 0
0.2735 0.28 0
0.2973 0.2881 0
0.3389 0.3096 0
0.3686 0.3204 0
0.4519 0.3446 0
0.4935 0.358 0
0.5292 0.3741 0
0.6005 0.4064 0
0.6362 0.4226 0
0.6719 0.4387 0
0.7433 0.4683 0
0.767 0.4764 0
0.7908 0.4844 0
0.8444 0.4979 0
0.8622 0.5032 0
0.886 0.5059 0
0.8979 0.5059 0
0.9098 0.5059 0
13
0.1824 0.296 0
0.1887 0.2988 0
0.2579 0.3131 0
0.346 0.3387 0
0.4466 0.3643 0
0.5599 0.387 0
0.7109 0.4155 0
0.7926 0.4411 0
0.887 0.4667 0
0.9122 0.4753 0
0.9311 0.4866 0
0.9436 0.4895 0
0.9562 0.4866 0
14
0.0773533 0.189886 0
0.0798939 0.191489 0
0.0859763 0.191665 0
0.101848 0.187366 0
0.12884 0.186026 0
0.178979 0.193947 0
0.235276 0.201713 0
0.318573 0.221094 0
0.399881 0.252649 0
0.479802 0.290144 0
0.552016 0.336769 0
0.594082 0.383259 0
0.618738 0.422842 0
0.626226 0.45014 0
7
0.176732 0.151836 0
0.197887 0.152458 0
0.340605 0.194937 0
0.489648 0.269325 0
0.632883 0.344618 0
0.802638 0.442077 0
0.846228 0.480995 0
12
0.167421 0.281445 0
0.180015 0.283445 0
0.196598 0.278104 0
0.23201 0.280163 0
0.284025 0.28264 0
0.331367 0.306321 0
0.418471 0.323542 0
0.513933 0.361566 0
0.636489 0.401653 0
0.728965 0.444602 0
0.802471 0.481677 0
0.863729 0.507336 0
7
0.121711 0.182314 0
0.165566 0.171345 0
0.367973 0.181379 0
0.506383 0.215064 0
0.679651 0.282984 0
0.724524 0.357801 0
0.732822 0.403399 0
17
0.128199 0.252 0
0.1331 0.2542 0
0.1381 0.2587 0
0.1479 0.260899 0
0.1775 0.2654 0
0.2318 0.2743 0
0.2861 0.2944 0
0.3749 0.3278 0
0.4439 0.3635 0
0.5228 0.397 0
0.582 0.426 0
0.6412 0.4595 0
0.6807 0.4796 0
0.7152 0.5019 0
0.7448 0.515299 0
0.7547 0.5264 0
0.7695 0.5376 0
10
0.2201 0.2159 0
0.2323 0.2186 0
0.269 0.2352 0
0.324 0.2684 0
0.3974 0.321 0
0.501299 0.3929 0
0.5686 0.4399 0
0.6114 0.4675 0
0.6603 0.4814 0
0.6908 0.4952 0
9
0.163855 0.228488 0
0.188905 0.228924 0
0.352974 0.242855 0
0.482634 0.263554 0
0.612804 0.29482 0
0.753841 0.356785 0
0.812483 0.403292 0
0.8462 0.437968 0
0.852699 0.456648 0
22
0.202436 0.236152 0
0.203986 0.236585 0
0.213134 0.238193 0
0.223834 0.238193 0
0.238804 0.239348 0
0.253687 0.239894 0
0.280487 0.247194 0
0.304951 0.252752 0
0.342451 0.264952 0
0.383743 0.285774 0
0.432239 0.308924 0
0.469739 0.338024 0
0.522636 0.359509 0
0.562867 0.394031 0
0.600367 0.418231 0
0.620113 0.439204 0
0.657613 0.463404 0
0.678133 0.484357 0
0.698568 0.497972 0
0.709268 0.507672 0
0.719815 0.513412 0
0.72988 0.51883 0
25
0.209142 0.20322 0
0.210692 0.202353 0
0.212888 0.200833 0
0.222588 0.201633 0
0.226813 0.199679 0
0.238614 0.199679 0
0.248603 0.194066 0
0.260503 0.199466 0
0.280634 0.196888 0
0.304434 0.194188 0
0.331768 0.189952 0
0.373468 0.189952 0
0.427275 0.196403 0
0.485569 0.204009 0
0.52727 0.220109 0
0.564679 0.234428 0
0.600379 0.250528 0
0.621584 0.269098 0
0.651284 0.285298 0
0.673544 0.306537 0
0.685444 0.320037 0
0.695828 0.335817 0
0.701728 0.346617 0
0.707488 0.358634 0
0.706335 0.370405 0
20
0.19667 0.217105 0
0.19667 0.217105 0
0.20267 0.216961 0
0.208214 0.22197 0
0.232014 0.21657 0
0.249531 0.221386 0
0.284397 0.22897 0
0.320097 0.24507 0
0.367223 0.268962 0
0.408884 0.287532 0
0.444584 0.333232 0
0.491963 0.368033 0
0.532724 0.405897 0
0.574324 0.443597 0
0.603504 0.481692 0
0.638895 0.517179 0
0.656795 0.54408 0
0.674292 0.574157 0
0.692044 0.598621 0
0.691813 0.617615 0
17
0.151986 0.210777 0
0.157436 0.211677 0
0.157777 0.209282 0
0.159892 0.205224 0
0.190621 0.209672 0
0.240901 0.227816 0
0.275601 0.246216 0
0.351784 0.287525 0
0.381324 0.3024 0
0.402128 0.324873 0
0.450622 0.367108 0
0.457122 0.373775 0
0.486479 0.415573 0
0.494832 0.433674 0
0.520682 0.451718 0
0.531683 0.462354 0
0.538487 0.47367 0
6
0.106653 0.176248 0
0.129322 0.181033 0
0.21883 0.188243 0
0.494525 0.270602 0
0.690451 0.34409 0
0.843647 0.436007 0
10
0.210921 0.209654 0
0.22312 0.21211 0
0.259219 0.228049 0
0.31233 0.259389 0
0.384928 0.311469 0
0.488557 0.382643 0
0.554439 0.429921 0
0.595839 0.459183 0
0.644226 0.473889 0
0.674254 0.488464 0
21
0.2197 0.2479 0
0.2304 0.2504 0
0.2411 0.2504 0
0.2572 0.252799 0
0.2733 0.2552 0
0.3001 0.2625 0
0.3269 0.2697 0
0.3644 0.2819 0
0.4072 0.3037 0
0.4555 0.3279 0
0.493 0.357 0
0.5466 0.3788 0
0.5895 0.4128 0
0.627 0.437 0
0.6484 0.4564 0
0.6859 0.4806 0
0.7074 0.5 0
0.7288 0.512099 0
0.7395 0.521799 0
0.7502 0.5267 0
0.761 0.5315 0
19
0.198961 0.218664 0
0.204961 0.218664 0
0.21086 0.22398 0
0.234455 0.218354 0
0.252354 0.223754 0
0.287733 0.231517 0
0.323009 0.247318 0
0.370334 0.27134 0
0.411934 0.29024 0
0.44767 0.335749 0
0.495142 0.370592 0
0.536742 0.408292 0
0.577857 0.446087 0
0.607256 0.483973 0
0.642778 0.519254 0
0.660678 0.546155 0
0.678302 0.576031 0
0.696074 0.600384 0
0.703091 0.614363 0
21
0.217655 0.246508 0
0.228355 0.249008 0
0.239055 0.248954 0
0.255155 0.251353 0
0.271121 0.253607 0
0.297777 0.260687 0
0.324577 0.267887 0
0.3618 0.279892 0
0.404421 0.301576 0
0.452721 0.325776 0
0.490245 0.354752 0
0.543761 0.376515 0
0.586661 0.410515 0
0.623845 0.434777 0
0.645049 0.454363 0
0.682549 0.478563 0
0.703933 0.498147 0
0.725219 0.510426 0
0.735919 0.520126 0
0.7466 0.525126 0
0.757313 0.529999 0
18
0.121077 0.242192 0
0.125377 0.243324 0
0.141475 0.245355 0
0.156564 0.246752 0
0.182382 0.252556 0
0.225282 0.269556 0
0.260898 0.292431 0
0.297182 0.311042 0
0.33494 0.341696 0
0.39924 0.375596 0
0.436173 0.406942 0
0.47152 0.438863 0
0.502387 0.464331 0
0.539887 0.486131 0
0.555096 0.504384 0
0.570418 0.517707 0
0.580994 0.525683 0
0.591202 0.530982 0
18
0.126239 0.245705 0
0.130539 0.246837 0
0.146638 0.249005 0
0.162064 0.250774 0
0.188247 0.257132 0
0.231147 0.274132 0
0.267461 0.297499 0
0.304196 0.316403 0
0.341896 0.34737 0
0.406196 0.38127 0
0.443338 0.41271 0
0.479484 0.444475 0
0.510845 0.469473 0
0.548345 0.491273 0
0.563848 0.509062 0
0.579458 0.521931 0
0.59008 0.529656 0
0.600507 0.53477 0
5
0.239067 0.190756 0
0.276814 0.199293 0
0.559919 0.247667 0
0.811569 0.335879 0
0.937393 0.426937 0
17
0.175892 0.185386 0
0.175892 0.185386 0
0.181783 0.191999 0
0.190018 0.204063 0
0.25147 0.254543 0
0.27359 0.276116 0
0.36279 0.332616 0
0.4115 0.356342 0
0.453736 0.371736 0
0.600153 0.435315 0
0.680594 0.447707 0
